,candidate,election_year,recipient_state,disbursement_amount
776,gore_00,2000,MI,125.0
777,gore_00,2000,VT,0.0
778,gore_00,2000,NH,0.0
779,gore_00,2000,VA,3000.0
780,gore_00,2000,FL,1250.0
781,gore_00,2000,ME,0.0
782,gore_00,2000,MO,0.0
783,gore_00,2000,WY,0.0
784,gore_00,2000,NJ,0.0
785,gore_00,2000,PA,34.0
786,gore_00,2000,MN,0.0
787,gore_00,2000,ND,0.0
788,gore_00,2000,WV,0.0
789,gore_00,2000,KS,0.0
790,gore_00,2000,CT,0.0
791,gore_00,2000,AZ,0.0
792,gore_00,2000,MD,0.0
793,gore_00,2000,MS,0.0
794,gore_00,2000,WI,0.0
795,gore_00,2000,GA,1000.0
796,gore_00,2000,IL,2000.0
797,gore_00,2000,AL,1000.0
798,gore_00,2000,CO,2000.0
799,gore_00,2000,RI,0.0
800,gore_00,2000,UT,0.0
801,gore_00,2000,IA,0.0
802,gore_00,2000,TN,1000.0
803,gore_00,2000,NC,250.0
804,gore_00,2000,KY,1500.0
805,gore_00,2000,OK,0.0
806,gore_00,2000,MT,0.0
807,gore_00,2000,ID,0.0
808,gore_00,2000,HI,0.0
809,gore_00,2000,SD,0.0
810,gore_00,2000,SC,0.0
811,gore_00,2000,AR,625.0
812,gore_00,2000,NE,0.0
813,gore_00,2000,DE,0.0
814,gore_00,2000,NM,0.0
815,gore_00,2000,AK,0.0
816,nader_00,2000,OH,1045.0
817,nader_00,2000,DC,38288.0
818,nader_00,2000,CA,1375.0
819,nader_00,2000,OR,0.0
820,nader_00,2000,MA,1045.0
821,nader_00,2000,NV,15.0
822,nader_00,2000,WA,0.0
823,nader_00,2000,LA,0.0
824,nader_00,2000,TX,35.0
825,nader_00,2000,IN,0.0
826,nader_00,2000,NY,3080.0
827,nader_00,2000,MI,156.0
828,nader_00,2000,VT,0.0
829,nader_00,2000,NH,0.0
830,nader_00,2000,VA,0.0
831,nader_00,2000,FL,0.0
832,nader_00,2000,ME,1200.0
833,nader_00,2000,MO,1050.0
834,nader_00,2000,WY,0.0
835,nader_00,2000,NJ,0.0
836,nader_00,2000,PA,70.0
837,nader_00,2000,MN,0.0
838,nader_00,2000,ND,0.0
839,nader_00,2000,WV,0.0
840,nader_00,2000,KS,0.0
841,nader_00,2000,CT,1000.0
842,nader_00,2000,AZ,0.0
843,nader_00,2000,MD,1200.0
844,nader_00,2000,MS,0.0
845,nader_00,2000,WI,0.0
846,nader_00,2000,GA,30.0
847,nader_00,2000,IL,20.0
848,nader_00,2000,AL,0.0
849,nader_00,2000,CO,0.0
850,nader_00,2000,RI,0.0
851,nader_00,2000,UT,0.0
852,nader_00,2000,IA,0.0
853,nader_00,2000,TN,0.0
854,nader_00,2000,NC,0.0
855,nader_00,2000,KY,0.0
856,nader_00,2000,OK,0.0
857,nader_00,2000,MT,0.0
858,nader_00,2000,ID,0.0
859,nader_00,2000,HI,0.0
860,nader_00,2000,SD,0.0
861,nader_00,2000,SC,0.0
862,nader_00,2000,AR,0.0
863,nader_00,2000,NE,0.0
864,nader_00,2000,DE,0.0
865,nader_00,2000,NM,0.0
866,nader_00,2000,AK,0.0
867,bush_04,2004,OH,305654.33
868,bush_04,2004,DC,3286494.18
869,bush_04,2004,CA,627332.55
870,bush_04,2004,OR,47937.49
871,bush_04,2004,MA,101932.33
872,bush_04,2004,NV,42485.5
873,bush_04,2004,WA,96700.22
874,bush_04,2004,LA,69855.22
875,bush_04,2004,TX,48417558.13
876,bush_04,2004,IN,49988.0
877,bush_04,2004,NY,207419.84
878,bush_04,2004,MI,241977.15
879,bush_04,2004,VT,8620.0
880,bush_04,2004,NH,36747.119999999995
881,bush_04,2004,VA,11344614.620000003
882,bush_04,2004,FL,338606.25
883,bush_04,2004,ME,21108.510000000002
884,bush_04,2004,MO,180957.3
885,bush_04,2004,WY,9060.0
886,bush_04,2004,NJ,149947.40999999997
887,bush_04,2004,PA,203895.28000000003
888,bush_04,2004,MN,134056.03999999998
889,bush_04,2004,ND,6345.0
890,bush_04,2004,WV,32945.14
891,bush_04,2004,KS,24578.940000000002
892,bush_04,2004,CT,55356.0
893,bush_04,2004,AZ,206898.13
894,bush_04,2004,MD,326109.49
895,bush_04,2004,MS,20108.0
896,bush_04,2004,WI,551851.49
897,bush_04,2004,GA,112807.92
898,bush_04,2004,IL,164689.64
899,bush_04,2004,AL,35640.05
900,bush_04,2004,CO,103022.17
901,bush_04,2004,RI,6925.0
902,bush_04,2004,UT,402505.92
903,bush_04,2004,IA,95971.32
904,bush_04,2004,TN,130799.94
905,bush_04,2004,NC,85699.04999999999
906,bush_04,2004,KY,104591.44
907,bush_04,2004,OK,42651.0
908,bush_04,2004,MT,18807.0
909,bush_04,2004,ID,6446.0
910,bush_04,2004,HI,7705.0
911,bush_04,2004,SD,6725.0
912,bush_04,2004,SC,43872.520000000004
913,bush_04,2004,AR,26961.8
914,bush_04,2004,NE,20105.82
915,bush_04,2004,DE,30137.129999999997
916,bush_04,2004,NM,33990.01
917,bush_04,2004,AK,8927.0
918,kerry_04,2004,OH,791212.24
919,kerry_04,2004,DC,13066204.69
920,kerry_04,2004,CA,290442.80000000005
921,kerry_04,2004,OR,80316.18000000001
922,kerry_04,2004,MA,467523.45000000007
923,kerry_04,2004,NV,124204.55000000002
924,kerry_04,2004,WA,394225.85
925,kerry_04,2004,LA,11877.589999999998
926,kerry_04,2004,TX,120628.75
927,kerry_04,2004,IN,7036.41
928,kerry_04,2004,NY,460281.11
929,kerry_04,2004,MI,421379.59
930,kerry_04,2004,VT,6972.0
931,kerry_04,2004,NH,59056.12
932,kerry_04,2004,VA,1062344.3499999999
933,kerry_04,2004,FL,807778.0
934,kerry_04,2004,ME,41620.30999999999
935,kerry_04,2004,MO,1683465.6199999999
936,kerry_04,2004,WY,0.0
937,kerry_04,2004,NJ,2154309.92
938,kerry_04,2004,PA,455639.14
939,kerry_04,2004,MN,121846.09
940,kerry_04,2004,ND,3459.58
941,kerry_04,2004,WV,20922.79
942,kerry_04,2004,KS,20146.75
943,kerry_04,2004,CT,25824.579999999998
944,kerry_04,2004,AZ,128481.91
945,kerry_04,2004,MD,1035821.2799999999
946,kerry_04,2004,MS,700.0
947,kerry_04,2004,WI,573210.45
948,kerry_04,2004,GA,27810.58
949,kerry_04,2004,IL,17745338.59
950,kerry_04,2004,AL,426059.16000000003
951,kerry_04,2004,CO,133221.16000000003
952,kerry_04,2004,RI,49440.829999999994
953,kerry_04,2004,UT,941.55
954,kerry_04,2004,IA,833495.55
955,kerry_04,2004,TN,16007.720000000001
956,kerry_04,2004,NC,57346.66
957,kerry_04,2004,KY,15936.769999999999
958,kerry_04,2004,OK,67581.34
959,kerry_04,2004,MT,4667.62
960,kerry_04,2004,ID,6840.0
961,kerry_04,2004,HI,1711.4900000000002
962,kerry_04,2004,SD,940.5
963,kerry_04,2004,SC,15004.37
964,kerry_04,2004,AR,32367.83
965,kerry_04,2004,NE,8439.98
966,kerry_04,2004,DE,17143.739999999998
967,kerry_04,2004,NM,211203.54
968,kerry_04,2004,AK,0.0
969,obama_08,2008,OH,8165629.280000001
970,obama_08,2008,DC,22437785.549999997
971,obama_08,2008,CA,15071817.370000001
972,obama_08,2008,OR,292745.28
973,obama_08,2008,MA,205951578.70000002
974,obama_08,2008,NV,3660697.7800000003
975,obama_08,2008,WA,1803431.2
976,obama_08,2008,LA,85629.78
977,obama_08,2008,TX,1533589.99
978,obama_08,2008,IN,1768946.1099999999
979,obama_08,2008,NY,5526346.039999999
980,obama_08,2008,MI,2904772.3499999996
981,obama_08,2008,VT,47764.21
982,obama_08,2008,NH,1199134.9000000001
983,obama_08,2008,VA,7528697.799999999
984,obama_08,2008,FL,45077061.94
985,obama_08,2008,ME,150837.91999999998
986,obama_08,2008,MO,21016865.6
987,obama_08,2008,WY,34685.33
988,obama_08,2008,NJ,781688.1499999999
989,obama_08,2008,PA,4082456.26
990,obama_08,2008,MN,2910054.3499999996
991,obama_08,2008,ND,1047.83
992,obama_08,2008,WV,167531.20999999996
993,obama_08,2008,KS,139432.78
994,obama_08,2008,CT,163917.32
995,obama_08,2008,AZ,974962.68
996,obama_08,2008,MD,6885013.72
997,obama_08,2008,MS,104561.95
998,obama_08,2008,WI,8571696.280000001
999,obama_08,2008,GA,1490704.98
1000,obama_08,2008,IL,17085869.91
1001,obama_08,2008,AL,528494.67
1002,obama_08,2008,CO,5325376.4
1003,obama_08,2008,RI,65101.649999999994
1004,obama_08,2008,UT,77956.39
1005,obama_08,2008,IA,1085777.7399999998
1006,obama_08,2008,TN,361084.79999999993
1007,obama_08,2008,NC,4760888.64
1008,obama_08,2008,KY,103432.86
1009,obama_08,2008,OK,344502.98
1010,obama_08,2008,MT,802414.11
1011,obama_08,2008,ID,32388.489999999998
1012,obama_08,2008,HI,70636.69
1013,obama_08,2008,SD,48801.9
1014,obama_08,2008,SC,682000.5199999999
1015,obama_08,2008,AR,84229.31999999999
1016,obama_08,2008,NE,431033.8499999999
1017,obama_08,2008,DE,319533.26
1018,obama_08,2008,NM,849894.36
1019,obama_08,2008,AK,49601.25
1020,mccain_08,2008,OH,1039366.42
1021,mccain_08,2008,DC,2394753.0
1022,mccain_08,2008,CA,3453603.99
1023,mccain_08,2008,OR,24113.12
1024,mccain_08,2008,MA,358681.13
1025,mccain_08,2008,NV,123153.76999999999
1026,mccain_08,2008,WA,131479.38
1027,mccain_08,2008,LA,35710.28
1028,mccain_08,2008,TX,1822169.19
1029,mccain_08,2008,IN,115767.23999999999
1030,mccain_08,2008,NY,3662653.9400000004
1031,mccain_08,2008,MI,612405.17
1032,mccain_08,2008,VT,4102.950000000001
1033,mccain_08,2008,NH,197662.84
1034,mccain_08,2008,VA,42094550.71
1035,mccain_08,2008,FL,10521466.81
1036,mccain_08,2008,ME,32095.14
1037,mccain_08,2008,MO,308660.47000000003
1038,mccain_08,2008,WY,17751.06
1039,mccain_08,2008,NJ,882151.71
1040,mccain_08,2008,PA,1626606.9
1041,mccain_08,2008,MN,955368.5
1042,mccain_08,2008,ND,953.0
1043,mccain_08,2008,WV,7685.2
1044,mccain_08,2008,KS,599401.01
1045,mccain_08,2008,CT,289451.76
1046,mccain_08,2008,AZ,6751467.09
1047,mccain_08,2008,MD,54065673.29
1048,mccain_08,2008,MS,393323.94000000006
1049,mccain_08,2008,WI,303735.31
1050,mccain_08,2008,GA,306776.55
1051,mccain_08,2008,IL,1044450.3
1052,mccain_08,2008,AL,646037.84
1053,mccain_08,2008,CO,505881.01
1054,mccain_08,2008,RI,6675.7
1055,mccain_08,2008,UT,917769.8700000001
1056,mccain_08,2008,IA,173365.25
1057,mccain_08,2008,TN,346644.08
1058,mccain_08,2008,NC,170606.89999999997
1059,mccain_08,2008,KY,59927.14
1060,mccain_08,2008,OK,213280.3
1061,mccain_08,2008,MT,297.42
1062,mccain_08,2008,ID,14970.0
1063,mccain_08,2008,HI,3726.0
1064,mccain_08,2008,SD,12475.0
1065,mccain_08,2008,SC,172983.95
1066,mccain_08,2008,AR,11562.0
1067,mccain_08,2008,NE,20352.6
1068,mccain_08,2008,DE,243293.22000000003
1069,mccain_08,2008,NM,1190118.38
1070,mccain_08,2008,AK,320251.73000000004
1071,obama_12,2012,OH,7675536.6
1072,obama_12,2012,DC,276224258.79999995
1073,obama_12,2012,CA,12542183.0
1074,obama_12,2012,OR,185593.26
1075,obama_12,2012,MA,1761311.6
1076,obama_12,2012,NV,2323576.8200000003
1077,obama_12,2012,WA,2254901.07
1078,obama_12,2012,LA,68217.39
1079,obama_12,2012,TX,4523972.22
1080,obama_12,2012,IN,137630.98
1081,obama_12,2012,NY,3353719.17
1082,obama_12,2012,MI,685529.4099999999
1083,obama_12,2012,VT,34860.7
1084,obama_12,2012,NH,816696.05
1085,obama_12,2012,VA,6196084.1899999995
1086,obama_12,2012,FL,19362853.95
1087,obama_12,2012,ME,99241.07999999999
1088,obama_12,2012,MO,8311434.590000001
1089,obama_12,2012,WY,20408.530000000002
1090,obama_12,2012,NJ,697006.7
1091,obama_12,2012,PA,2243462.2600000002
1092,obama_12,2012,MN,686460.6300000001
1093,obama_12,2012,ND,3435.0
1094,obama_12,2012,WV,14578.35
1095,obama_12,2012,KS,46755.92
1096,obama_12,2012,CT,148414.28
1097,obama_12,2012,AZ,1689550.6
1098,obama_12,2012,MD,2463697.24
1099,obama_12,2012,MS,19581.89
1100,obama_12,2012,WI,2434217.0599999996
1101,obama_12,2012,GA,1244439.72
1102,obama_12,2012,IL,22403714.46
1103,obama_12,2012,AL,54101.259999999995
1104,obama_12,2012,CO,3692971.3
1105,obama_12,2012,RI,245613.71
1106,obama_12,2012,UT,96069.57
1107,obama_12,2012,IA,4024947.0100000007
1108,obama_12,2012,TN,126002.54999999999
1109,obama_12,2012,NC,2682101.5700000003
1110,obama_12,2012,KY,70282.51000000001
1111,obama_12,2012,OK,432850.5
1112,obama_12,2012,MT,21563.91
1113,obama_12,2012,ID,26443.59
1114,obama_12,2012,HI,37411.75
1115,obama_12,2012,SD,6238.070000000001
1116,obama_12,2012,SC,272491.14
1117,obama_12,2012,AR,100554.61
1118,obama_12,2012,NE,311322.95
1119,obama_12,2012,DE,61767.79000000001
1120,obama_12,2012,NM,319824.7
1121,obama_12,2012,AK,23794.41
1122,romney_12,2012,OH,651123.09
1123,romney_12,2012,DC,755554.47
1124,romney_12,2012,CA,4530716.33
1125,romney_12,2012,OR,5900.01
1126,romney_12,2012,MA,161031260.24
1127,romney_12,2012,NV,166766.52000000002
1128,romney_12,2012,WA,370713.78
1129,romney_12,2012,LA,82954.1
1130,romney_12,2012,TX,2497202.92
1131,romney_12,2012,IN,72870.94
1132,romney_12,2012,NY,773481.48
1133,romney_12,2012,MI,242410.31
1134,romney_12,2012,VT,9326.96
1135,romney_12,2012,NH,8002547.84
1136,romney_12,2012,VA,17934630.83
1137,romney_12,2012,FL,7375548.83
1138,romney_12,2012,ME,3242.8
1139,romney_12,2012,MO,7729573.66
1140,romney_12,2012,WY,9725.0
1141,romney_12,2012,NJ,1454411.6
1142,romney_12,2012,PA,1004177.99
1143,romney_12,2012,MN,8084858.58
1144,romney_12,2012,ND,1500.0
1145,romney_12,2012,WV,1212.13
1146,romney_12,2012,KS,18045.09
1147,romney_12,2012,CT,226428.71000000002
1148,romney_12,2012,AZ,488791.54000000004
1149,romney_12,2012,MD,668185.53
1150,romney_12,2012,MS,11258.189999999999
1151,romney_12,2012,WI,308076.93000000005
1152,romney_12,2012,GA,1201358.79
1153,romney_12,2012,IL,1728341.11
1154,romney_12,2012,AL,26691.81
1155,romney_12,2012,CO,250937.28000000003
1156,romney_12,2012,RI,25347.900000000005
1157,romney_12,2012,UT,181778.66000000003
1158,romney_12,2012,IA,1602982.87
1159,romney_12,2012,TN,960171.7
1160,romney_12,2012,NC,179253.60000000003
1161,romney_12,2012,KY,142479.09
1162,romney_12,2012,OK,39607.76
1163,romney_12,2012,MT,20407.66
1164,romney_12,2012,ID,21780.62
1165,romney_12,2012,HI,2500.0
1166,romney_12,2012,SD,4085.3
1167,romney_12,2012,SC,41234.119999999995
1168,romney_12,2012,AR,14224.41
1169,romney_12,2012,NE,19679.289999999997
1170,romney_12,2012,DE,8347.3
1171,romney_12,2012,NM,428825.12
1172,romney_12,2012,AK,2714.12
1173,clinton_16,2016,OH,180247.79
1174,clinton_16,2016,DC,234008603.51000002
1175,clinton_16,2016,CA,7846179.0
1176,clinton_16,2016,OR,111797.94
1177,clinton_16,2016,MA,718856.38
1178,clinton_16,2016,NV,599851.0700000001
1179,clinton_16,2016,WA,6110137.38
1180,clinton_16,2016,LA,19562.84
1181,clinton_16,2016,TX,2125416.0500000003
1182,clinton_16,2016,IN,124110.31
1183,clinton_16,2016,NY,26586058.64
1184,clinton_16,2016,MI,242493.71
1185,clinton_16,2016,VT,11808.05
1186,clinton_16,2016,NH,124181.03
1187,clinton_16,2016,VA,932065.7000000001
1188,clinton_16,2016,FL,12017874.309999999
1189,clinton_16,2016,ME,52000.909999999996
1190,clinton_16,2016,MO,665110.1799999999
1191,clinton_16,2016,WY,17277.33
1192,clinton_16,2016,NJ,22073381.340000004
1193,clinton_16,2016,PA,1398770.2799999998
1194,clinton_16,2016,MN,165939.41999999998
1195,clinton_16,2016,ND,6019.67
1196,clinton_16,2016,WV,17795.76
1197,clinton_16,2016,KS,33587.53
1198,clinton_16,2016,CT,2692186.32
1199,clinton_16,2016,AZ,73763.37
1200,clinton_16,2016,MD,975726.35
1201,clinton_16,2016,MS,18611.18
1202,clinton_16,2016,WI,119184.06000000001
1203,clinton_16,2016,GA,1105016.12
1204,clinton_16,2016,IL,2400329.3599999994
1205,clinton_16,2016,AL,709062.56
1206,clinton_16,2016,CO,1709328.97
1207,clinton_16,2016,RI,1738970.25
1208,clinton_16,2016,UT,486654.86000000004
1209,clinton_16,2016,IA,601261.9700000001
1210,clinton_16,2016,TN,172756.87
1211,clinton_16,2016,NC,419322.20999999996
1212,clinton_16,2016,KY,29904.78
1213,clinton_16,2016,OK,63167.700000000004
1214,clinton_16,2016,MT,6638.01
1215,clinton_16,2016,ID,9262.2
1216,clinton_16,2016,HI,28655.539999999997
1217,clinton_16,2016,SD,6061.389999999999
1218,clinton_16,2016,SC,57569.939999999995
1219,clinton_16,2016,AR,11108731.459999999
1220,clinton_16,2016,NE,34926.32
1221,clinton_16,2016,DE,35281.119999999995
1222,clinton_16,2016,NM,29863.860000000004
1223,clinton_16,2016,AK,20020.76
1224,trump_16,2016,OH,3151213.9399999995
1225,trump_16,2016,DC,3838416.86
1226,trump_16,2016,CA,4583087.180000001
1227,trump_16,2016,OR,161352.55
1228,trump_16,2016,MA,1711279.13
1229,trump_16,2016,NV,891343.5700000001
1230,trump_16,2016,WA,533145.5800000001
1231,trump_16,2016,LA,9985413.879999999
1232,trump_16,2016,TX,85406975.47000001
1233,trump_16,2016,IN,367231.4
1234,trump_16,2016,NY,13165455.8
1235,trump_16,2016,MI,764930.2
1236,trump_16,2016,VT,33988.61
1237,trump_16,2016,NH,8304129.41
1238,trump_16,2016,VA,88679594.57999998
1239,trump_16,2016,FL,7553505.760000001
1240,trump_16,2016,ME,84886.58
1241,trump_16,2016,MO,8619259.379999999
1242,trump_16,2016,WY,149333.0
1243,trump_16,2016,NJ,18829931.91
1244,trump_16,2016,PA,1171225.4100000001
1245,trump_16,2016,MN,50013.219999999994
1246,trump_16,2016,ND,15700.0
1247,trump_16,2016,WV,18901.33
1248,trump_16,2016,KS,264361.31
1249,trump_16,2016,CT,799705.53
1250,trump_16,2016,AZ,1665401.98
1251,trump_16,2016,MD,398215.5800000001
1252,trump_16,2016,MS,142560.62
1253,trump_16,2016,WI,678821.32
1254,trump_16,2016,GA,1089772.9400000002
1255,trump_16,2016,IL,856466.7999999999
1256,trump_16,2016,AL,208963.88
1257,trump_16,2016,CO,628876.04
1258,trump_16,2016,RI,20874.59
1259,trump_16,2016,UT,131448.93
1260,trump_16,2016,IA,1152464.29
1261,trump_16,2016,TN,506555.24000000005
1262,trump_16,2016,NC,1165267.3599999999
1263,trump_16,2016,KY,110598.94
1264,trump_16,2016,OK,82536.91
1265,trump_16,2016,MT,35457.26
1266,trump_16,2016,ID,52647.55
1267,trump_16,2016,HI,16641.75
1268,trump_16,2016,SD,18099.989999999998
1269,trump_16,2016,SC,293358.74
1270,trump_16,2016,AR,102698.51000000001
1271,trump_16,2016,NE,127280.29999999999
1272,trump_16,2016,DE,192049.83
1273,trump_16,2016,NM,150740.62
1274,trump_16,2016,AK,31184.870000000003
1275,johnson_16,2016,OH,14235.720000000001
1276,johnson_16,2016,DC,472931.15
1277,johnson_16,2016,CA,1855062.78
1278,johnson_16,2016,OR,26074.41
1279,johnson_16,2016,MA,59000.12
1280,johnson_16,2016,NV,121069.33
1281,johnson_16,2016,WA,21852.62
1282,johnson_16,2016,LA,640.0
1283,johnson_16,2016,TX,167441.22
1284,johnson_16,2016,IN,14483.7
1285,johnson_16,2016,NY,49049.83
1286,johnson_16,2016,MI,12061.169999999998
1287,johnson_16,2016,VT,28623.99
1288,johnson_16,2016,NH,12532.880000000001
1289,johnson_16,2016,VA,464586.4
1290,johnson_16,2016,FL,394957.82
1291,johnson_16,2016,ME,11697.0
1292,johnson_16,2016,MO,6004.23
1293,johnson_16,2016,WY,0.0
1294,johnson_16,2016,NJ,0.0
1295,johnson_16,2016,PA,35433.49
1296,johnson_16,2016,MN,3098.5299999999997
1297,johnson_16,2016,ND,0.0
1298,johnson_16,2016,WV,2500.0
1299,johnson_16,2016,KS,379.93
1300,johnson_16,2016,CT,10328.630000000001
1301,johnson_16,2016,AZ,289152.58
1302,johnson_16,2016,MD,10910.02
1303,johnson_16,2016,MS,2500.0
1304,johnson_16,2016,WI,36688.16
1305,johnson_16,2016,GA,82712.34999999999
1306,johnson_16,2016,IL,38434.88
1307,johnson_16,2016,AL,8449.83
1308,johnson_16,2016,CO,66449.63
1309,johnson_16,2016,RI,758.51
1310,johnson_16,2016,UT,6993380.519999999
1311,johnson_16,2016,IA,30135.89
1312,johnson_16,2016,TN,2000.0
1313,johnson_16,2016,NC,54192.12
1314,johnson_16,2016,KY,4417.06
1315,johnson_16,2016,OK,5971.44
1316,johnson_16,2016,MT,3348.93
1317,johnson_16,2016,ID,1038.74
1318,johnson_16,2016,HI,14910.289999999999
1319,johnson_16,2016,SD,3529.94
1320,johnson_16,2016,SC,4500.0
1321,johnson_16,2016,AR,0.0
1322,johnson_16,2016,NE,26884.89
1323,johnson_16,2016,DE,0.0
1324,johnson_16,2016,NM,113618.69
1325,johnson_16,2016,AK,12191.3
1326,stein_16,2016,OH,3520.0
1327,stein_16,2016,DC,3759.3500000000004
1328,stein_16,2016,CA,203579.14
1329,stein_16,2016,OR,10669.25
1330,stein_16,2016,MA,66372.3
1331,stein_16,2016,NV,1138.4
1332,stein_16,2016,WA,18140.13
1333,stein_16,2016,LA,0.0
1334,stein_16,2016,TX,60531.39
1335,stein_16,2016,IN,0.0
1336,stein_16,2016,NY,165369.9
1337,stein_16,2016,MI,3310.0
1338,stein_16,2016,VT,0.0
1339,stein_16,2016,NH,1381.33
1340,stein_16,2016,VA,6073.51
1341,stein_16,2016,FL,1899.45
1342,stein_16,2016,ME,7175.0
1343,stein_16,2016,MO,36713.54
1344,stein_16,2016,WY,0.0
1345,stein_16,2016,NJ,2116.82
1346,stein_16,2016,PA,24968.78
1347,stein_16,2016,MN,1327.88
1348,stein_16,2016,ND,2500.0
1349,stein_16,2016,WV,0.0
1350,stein_16,2016,KS,0.0
1351,stein_16,2016,CT,3472.95
1352,stein_16,2016,AZ,47729.16
1353,stein_16,2016,MD,7317.79
1354,stein_16,2016,MS,0.0
1355,stein_16,2016,WI,127647.87999999999
1356,stein_16,2016,GA,37033.6
1357,stein_16,2016,IL,32182.34
1358,stein_16,2016,AL,175.82
1359,stein_16,2016,CO,11775.81
1360,stein_16,2016,RI,0.0
1361,stein_16,2016,UT,60.0
1362,stein_16,2016,IA,400.0
1363,stein_16,2016,TN,30375.559999999998
1364,stein_16,2016,NC,20362.45
1365,stein_16,2016,KY,927.5
1366,stein_16,2016,OK,8136.2
1367,stein_16,2016,MT,0.0
1368,stein_16,2016,ID,0.0
1369,stein_16,2016,HI,0.0
1370,stein_16,2016,SD,0.0
1371,stein_16,2016,SC,7064.3099999999995
1372,stein_16,2016,AR,0.0
1373,stein_16,2016,NE,0.0
1374,stein_16,2016,DE,0.0
1375,stein_16,2016,NM,9642.0
1376,stein_16,2016,AK,0.0
