,year,candidate,state,amount_spent,vote_share,cost_per_vote_share,party,party_partition,party_dummy
316,1988,bush_88,NY,22631.0,51.62,438.4153428903526,Republican,Republican,1
317,1988,bush_88,MI,6580.0,45.67,144.07707466608275,Republican,Republican,1
319,1988,bush_88,NH,125.0,36.33,3.440682631434077,Republican,Republican,1
320,1988,bush_88,VA,1455.0,39.23,37.08896252867704,Republican,Republican,1
321,1988,bush_88,FL,13172.0,38.51,342.0410283043366,Republican,Republican,1
322,1988,bush_88,ME,285.0,43.88,6.494986326344576,Republican,Republican,1
323,1988,bush_88,MO,2035.0,47.85,42.52873563218391,Republican,Republican,1
324,1988,bush_88,WY,300.0,38.01,7.892659826361484,Republican,Republican,1
325,1988,bush_88,NJ,8800.0,42.6,206.57276995305165,Republican,Republican,1
326,1988,bush_88,PA,1880.0,48.39,38.85100227319694,Republican,Republican,1
327,1988,bush_88,MN,2220.0,52.91,41.95804195804196,Republican,Republican,1
328,1988,bush_88,ND,250.0,42.97,5.818012566907145,Republican,Republican,1
329,1988,bush_88,WV,1015.0,52.2,19.444444444444443,Republican,Republican,1
330,1988,bush_88,KS,1350.0,42.56,31.719924812030072,Republican,Republican,1
331,1988,bush_88,CT,10770.0,46.87,229.78451034777044,Republican,Republican,1
332,1988,bush_88,AZ,430.0,38.74,11.09963861641714,Republican,Republican,1
333,1988,bush_88,MD,2400.0,48.2,49.792531120331944,Republican,Republican,1
334,1988,bush_88,MS,200.0,39.07,5.1190171487074485,Republican,Republican,1
335,1988,bush_88,WI,115.0,51.41,2.236918887375997,Republican,Republican,1
336,1988,bush_88,GA,3305.0,39.5,83.67088607594937,Republican,Republican,1
337,1988,bush_88,IL,3080.0,48.6,63.374485596707814,Republican,Republican,1
338,1988,bush_88,AL,855.0,39.86,21.450075263421976,Republican,Republican,1
339,1988,bush_88,CO,675.0,45.28,14.907243816254416,Republican,Republican,1
340,1988,bush_88,RI,1125.0,55.64,20.219266714593818,Republican,Republican,1
341,1988,bush_88,UT,1010.0,32.05,31.51326053042122,Republican,Republican,1
342,1988,bush_88,IA,200.0,54.71,3.655638822884299,Republican,Republican,1
343,1988,bush_88,TN,965.0,41.55,23.22503008423586,Republican,Republican,1
344,1988,bush_88,NC,1486.0,41.71,35.626947974106926,Republican,Republican,1
345,1988,bush_88,KY,4230.0,43.88,96.39927073837738,Republican,Republican,1
346,1988,bush_88,OK,1000.0,41.28,24.224806201550386,Republican,Republican,1
348,1988,bush_88,ID,25.0,36.01,0.6942515967786727,Republican,Republican,1
349,1988,bush_88,HI,38.0,54.27,0.7002026902524414,Republican,Republican,1
351,1988,bush_88,SC,405.0,37.58,10.77700904736562,Republican,Republican,1
352,1988,bush_88,AR,700.0,42.19,16.591609386110452,Republican,Republican,1
353,1988,bush_88,NE,150.0,39.2,3.826530612244898,Republican,Republican,1
354,1988,bush_88,DE,2500.0,43.48,57.49770009199632,Republican,Republican,1
355,1988,bush_88,NM,1270.0,46.9,27.078891257995735,Republican,Republican,1
356,1988,bush_88,AK,300.0,36.27,8.271298593879239,Republican,Republican,1
357,1988,dukakis_88,OH,1000.0,55.0,18.181818181818183,Democratic,Democratic,0
358,1988,dukakis_88,DC,2000.0,14.3,139.86013986013987,Democratic,Democratic,0
359,1988,dukakis_88,CA,2750.0,51.13,53.78447095638568,Democratic,Democratic,0
361,1988,dukakis_88,MA,3104029.0,45.38,68400.81533715293,Democratic,Democratic,0
365,1988,dukakis_88,TX,3250.0,55.95,58.0875781948168,Democratic,Democratic,0
367,1988,dukakis_88,NY,4100.0,47.52,86.27946127946127,Democratic,Democratic,0
371,1988,dukakis_88,VA,1000.0,59.74,16.739203213927016,Democratic,Democratic,0
372,1988,dukakis_88,FL,6000.0,60.87,98.57072449482504,Democratic,Democratic,0
376,1988,dukakis_88,NJ,1000.0,56.24,17.780938833570413,Democratic,Democratic,0
408,1992,clinton_92,OH,3650.0,40.18,90.84121453459433,Democratic,Democratic,0
409,1992,clinton_92,DC,4900.0,84.64,57.89224952741021,Democratic,Democratic,0
410,1992,clinton_92,CA,17090.0,46.01,371.4409910888937,Democratic,Democratic,0
411,1992,clinton_92,OR,2525.0,42.48,59.439736346516014,Democratic,Democratic,0
412,1992,clinton_92,MA,4425.0,47.54,93.07951198990324,Democratic,Democratic,0
413,1992,clinton_92,NV,1000.0,37.36,26.76659528907923,Democratic,Democratic,0
414,1992,clinton_92,WA,2980.0,43.41,68.64777700990555,Democratic,Democratic,0
415,1992,clinton_92,LA,1000.0,45.58,21.93944712593243,Democratic,Democratic,0
416,1992,clinton_92,TX,4575.0,37.08,123.38187702265373,Democratic,Democratic,0
417,1992,clinton_92,IN,1750.0,36.79,47.56727371568361,Democratic,Democratic,0
418,1992,clinton_92,NY,29141.0,49.73,585.9843153026343,Democratic,Democratic,0
419,1992,clinton_92,MI,1500.0,43.77,34.27004797806717,Democratic,Democratic,0
422,1992,clinton_92,VA,1300.0,40.59,32.02759300320275,Democratic,Democratic,0
423,1992,clinton_92,FL,6872.0,39.0,176.2051282051282,Democratic,Democratic,0
424,1992,clinton_92,ME,2800.0,38.77,72.22078927005415,Democratic,Democratic,0
425,1992,clinton_92,MO,2050.0,44.07,46.51690492398457,Democratic,Democratic,0
427,1992,clinton_92,NJ,4600.0,42.95,107.10128055878928,Democratic,Democratic,0
428,1992,clinton_92,PA,1675.0,45.15,37.09856035437431,Democratic,Democratic,0
429,1992,clinton_92,MN,500.0,43.48,11.499540018399264,Democratic,Democratic,0
431,1992,clinton_92,WV,1000.0,48.41,20.65688907250568,Democratic,Democratic,0
433,1992,clinton_92,CT,2250.0,42.21,53.304904051172706,Democratic,Democratic,0
434,1992,clinton_92,AZ,100.0,36.52,2.7382256297918945,Democratic,Democratic,0
435,1992,clinton_92,MD,3650.0,49.8,73.29317269076306,Democratic,Democratic,0
438,1992,clinton_92,GA,2100.0,43.47,48.309178743961354,Democratic,Democratic,0
439,1992,clinton_92,IL,3100.0,48.58,63.812268423219436,Democratic,Democratic,0
440,1992,clinton_92,AL,1800.0,40.88,44.031311154598825,Democratic,Democratic,0
441,1992,clinton_92,CO,1000.0,40.13,24.919013207076997,Democratic,Democratic,0
442,1992,clinton_92,RI,179.0,47.04,3.8052721088435373,Democratic,Democratic,0
443,1992,clinton_92,UT,700.0,24.65,28.397565922920894,Democratic,Democratic,0
445,1992,clinton_92,TN,2250.0,47.08,47.7909940526763,Democratic,Democratic,0
446,1992,clinton_92,NC,2250.0,42.65,52.75498241500586,Democratic,Democratic,0
448,1992,clinton_92,OK,6000.0,34.02,176.3668430335097,Democratic,Democratic,0
450,1992,clinton_92,ID,50.0,28.42,1.7593244194229414,Democratic,Democratic,0
451,1992,clinton_92,HI,1000.0,48.09,20.79434393844874,Democratic,Democratic,0
452,1992,clinton_92,SD,1000.0,37.14,26.925148088314486,Democratic,Democratic,0
453,1992,clinton_92,SC,350.0,39.88,8.776328986960882,Democratic,Democratic,0
454,1992,clinton_92,AR,2162671.0,53.21,40644.07066340913,Democratic,Democratic,0
457,1992,clinton_92,NM,2000.0,45.9,43.57298474945534,Democratic,Democratic,0
459,1992,bush_92,OH,1600.0,38.35,41.720990873533246,Republican,Republican,1
460,1992,bush_92,DC,253000.0,9.1,27802.197802197803,Republican,Republican,1
461,1992,bush_92,CA,10161.0,32.61,311.59153633854646,Republican,Republican,1
463,1992,bush_92,MA,1100.0,29.03,37.891836031691355,Republican,Republican,1
464,1992,bush_92,NV,1000.0,34.73,28.79355024474518,Republican,Republican,1
466,1992,bush_92,LA,500.0,40.97,12.2040517451794,Republican,Republican,1
467,1992,bush_92,TX,7225.0,40.56,178.13116370808677,Republican,Republican,1
469,1992,bush_92,NY,10500.0,33.88,309.9173553719008,Republican,Republican,1
470,1992,bush_92,MI,2000.0,36.38,54.975261132490374,Republican,Republican,1
473,1992,bush_92,VA,500586.0,44.97,11131.55436957972,Republican,Republican,1
474,1992,bush_92,FL,7640.0,40.89,186.84274883834678,Republican,Republican,1
477,1992,bush_92,WY,35.0,39.7,0.8816120906801007,Republican,Republican,1
478,1992,bush_92,NJ,2000.0,40.58,49.28536224741252,Republican,Republican,1
479,1992,bush_92,PA,6000.0,36.13,166.06698034874066,Republican,Republican,1
480,1992,bush_92,MN,2000.0,31.85,62.79434850863422,Republican,Republican,1
481,1992,bush_92,ND,1000.0,44.22,22.614201718679332,Republican,Republican,1
483,1992,bush_92,KS,250.0,38.88,6.4300411522633745,Republican,Republican,1
484,1992,bush_92,CT,2000.0,35.78,55.89714924538848,Republican,Republican,1
485,1992,bush_92,AZ,1000.0,38.47,25.994281258123213,Republican,Republican,1
486,1992,bush_92,MD,2280.0,35.62,64.00898371701292,Republican,Republican,1
488,1992,bush_92,WI,2000.0,36.78,54.3773790103317,Republican,Republican,1
490,1992,bush_92,IL,1000.0,34.34,29.120559114735,Republican,Republican,1
492,1992,bush_92,CO,1500.0,35.87,41.81767493727349,Republican,Republican,1
497,1992,bush_92,NC,1000.0,43.44,23.02025782688766,Republican,Republican,1
498,1992,bush_92,KY,1000.0,41.34,24.189646831156264,Republican,Republican,1
499,1992,bush_92,OK,1000.0,42.65,23.446658851113718,Republican,Republican,1
503,1992,bush_92,SD,1000.0,40.66,24.59419576979833,Republican,Republican,1
506,1992,bush_92,NE,250.0,46.58,5.367110347788751,Republican,Republican,1
507,1992,bush_92,DE,25.0,35.78,0.698714365567356,Republican,Republican,1
508,1992,bush_92,NM,2000.0,37.34,53.56186395286556,Republican,Republican,1
510,1992,perot_92,OH,36461.0,20.98,1737.8932316491896,Independent,Third,2
511,1992,perot_92,DC,4094.0,4.25,963.2941176470588,Independent,Third,2
512,1992,perot_92,CA,216562.0,20.63,10497.43092583616,Independent,Third,2
513,1992,perot_92,OR,22612.0,24.21,933.9942172655927,Independent,Third,2
514,1992,perot_92,MA,34192.0,22.8,1499.6491228070174,Independent,Third,2
515,1992,perot_92,NV,10250.0,26.19,391.37075219549445,Independent,Third,2
516,1992,perot_92,WA,61509.0,23.68,2597.508445945946,Independent,Third,2
517,1992,perot_92,LA,7683.0,11.81,650.5503810330229,Independent,Third,2
518,1992,perot_92,TX,68693.0,22.01,3120.990458882326,Independent,Third,2
519,1992,perot_92,IN,6145.0,19.77,310.82448153768337,Independent,Third,2
520,1992,perot_92,NY,101621.0,15.75,6452.126984126984,Independent,Third,2
521,1992,perot_92,MI,29515.0,19.3,1529.2746113989638,Independent,Third,2
522,1992,perot_92,VT,6977.0,22.78,306.27743634767336,Independent,Third,2
523,1992,perot_92,NH,2652.0,22.59,117.39707835325365,Independent,Third,2
524,1992,perot_92,VA,53196.0,13.63,3902.861335289802,Independent,Third,2
525,1992,perot_92,FL,2197.0,19.82,110.84762865792129,Independent,Third,2
526,1992,perot_92,ME,12872.0,30.44,422.86465177398156,Independent,Third,2
527,1992,perot_92,MO,34446.0,21.69,1588.1051175656985,Independent,Third,2
528,1992,perot_92,WY,4226.0,25.65,164.7563352826511,Independent,Third,2
529,1992,perot_92,NJ,14538.0,15.61,931.3260730301089,Independent,Third,2
530,1992,perot_92,PA,88443.0,18.2,4859.505494505494,Independent,Third,2
531,1992,perot_92,MN,18957.0,23.96,791.1936560934892,Independent,Third,2
532,1992,perot_92,ND,3097.0,23.07,134.24360641525791,Independent,Third,2
533,1992,perot_92,WV,2391.0,15.91,150.2828409805154,Independent,Third,2
534,1992,perot_92,KS,14856.0,26.99,550.4260837347166,Independent,Third,2
535,1992,perot_92,CT,32966.0,21.58,1527.6181649675627,Independent,Third,2
536,1992,perot_92,AZ,19982.0,23.79,839.9327448507777,Independent,Third,2
537,1992,perot_92,MD,17043.0,14.18,1201.904090267983,Independent,Third,2
538,1992,perot_92,MS,3755.0,8.72,430.61926605504584,Independent,Third,2
539,1992,perot_92,WI,41251.0,21.51,1917.759181775918,Independent,Third,2
540,1992,perot_92,GA,23227.0,13.34,1741.1544227886056,Independent,Third,2
541,1992,perot_92,IL,32341.0,16.64,1943.5697115384614,Independent,Third,2
542,1992,perot_92,AL,11899.0,10.85,1096.6820276497697,Independent,Third,2
543,1992,perot_92,CO,17065.0,23.32,731.7753001715266,Independent,Third,2
544,1992,perot_92,RI,5961.0,23.16,257.3834196891192,Independent,Third,2
545,1992,perot_92,UT,2929.0,27.34,107.13240673006584,Independent,Third,2
546,1992,perot_92,IA,1958.0,18.71,104.64991982896846,Independent,Third,2
547,1992,perot_92,TN,16064.0,10.09,1592.0713577799802,Independent,Third,2
548,1992,perot_92,NC,19214.0,13.7,1402.4817518248176,Independent,Third,2
549,1992,perot_92,KY,11437.0,13.66,837.2620790629576,Independent,Third,2
550,1992,perot_92,OK,3880.0,23.01,168.62233811386352,Independent,Third,2
551,1992,perot_92,MT,4503.0,26.12,172.39663093415007,Independent,Third,2
552,1992,perot_92,ID,6052.0,27.05,223.73382624768945,Independent,Third,2
553,1992,perot_92,HI,10470.0,14.22,736.2869198312236,Independent,Third,2
554,1992,perot_92,SD,4965.0,21.8,227.75229357798165,Independent,Third,2
555,1992,perot_92,SC,4842.0,11.55,419.2207792207792,Independent,Third,2
556,1992,perot_92,AR,19935.0,10.43,1911.3135186960692,Independent,Third,2
557,1992,perot_92,NE,3132.0,23.63,132.54337706305543,Independent,Third,2
558,1992,perot_92,DE,2592.0,20.45,126.74816625916871,Independent,Third,2
559,1992,perot_92,NM,15393.0,16.12,954.9007444168734,Independent,Third,2
560,1992,perot_92,AK,1817.0,28.43,63.91136123812874,Independent,Third,2
561,1996,clinton_96,OH,1045.0,47.38,22.055719712959053,Democratic,Democratic,0
562,1996,clinton_96,DC,1908313.0,85.19,22400.669092616507,Democratic,Democratic,0
563,1996,clinton_96,CA,11985.0,51.1,234.54011741682973,Democratic,Democratic,0
565,1996,clinton_96,MA,3775.0,61.47,61.41207092890841,Democratic,Democratic,0
567,1996,clinton_96,WA,705.0,49.84,14.145264847512038,Democratic,Democratic,0
568,1996,clinton_96,LA,50.0,52.01,0.9613535858488752,Democratic,Democratic,0
569,1996,clinton_96,TX,1935.0,43.83,44.14784394250513,Democratic,Democratic,0
570,1996,clinton_96,IN,50.0,41.55,1.203369434416366,Democratic,Democratic,0
571,1996,clinton_96,NY,8400.0,59.47,141.24768790987054,Democratic,Democratic,0
572,1996,clinton_96,MI,625.0,51.69,12.091313600309539,Democratic,Democratic,0
573,1996,clinton_96,VT,35.0,53.35,0.6560449859418931,Democratic,Democratic,0
575,1996,clinton_96,VA,623.0,45.15,13.7984496124031,Democratic,Democratic,0
576,1996,clinton_96,FL,7445.0,48.02,155.039566847147,Democratic,Democratic,0
578,1996,clinton_96,MO,100.0,47.54,2.103491796381994,Democratic,Democratic,0
579,1996,clinton_96,WY,50.0,36.84,1.3572204125950054,Democratic,Democratic,0
580,1996,clinton_96,NJ,640.0,53.72,11.913626209977663,Democratic,Democratic,0
581,1996,clinton_96,PA,850.0,49.17,17.286963595688427,Democratic,Democratic,0
582,1996,clinton_96,MN,100.0,51.1,1.9569471624266144,Democratic,Democratic,0
585,1996,clinton_96,KS,250.0,36.08,6.929046563192905,Democratic,Democratic,0
588,1996,clinton_96,MD,100.0,54.25,1.8433179723502304,Democratic,Democratic,0
591,1996,clinton_96,GA,450.0,45.84,9.816753926701569,Democratic,Democratic,0
592,1996,clinton_96,IL,810.0,54.32,14.911634756995582,Democratic,Democratic,0
593,1996,clinton_96,AL,620.0,43.16,14.365152919369788,Democratic,Democratic,0
597,1996,clinton_96,IA,250.0,50.26,4.974134500596897,Democratic,Democratic,0
598,1996,clinton_96,TN,1525.0,48.0,31.770833333333332,Democratic,Democratic,0
599,1996,clinton_96,NC,250.0,44.04,5.676657584014532,Democratic,Democratic,0
600,1996,clinton_96,KY,25.0,45.84,0.5453752181500873,Democratic,Democratic,0
602,1996,clinton_96,MT,100.0,41.23,2.425418384671356,Democratic,Democratic,0
603,1996,clinton_96,ID,100.0,33.65,2.971768202080238,Democratic,Democratic,0
606,1996,clinton_96,SC,1025.0,43.85,23.375142531356897,Democratic,Democratic,0
607,1996,clinton_96,AR,4051733.0,53.74,75395.10606624489,Democratic,Democratic,0
608,1996,clinton_96,NE,375.0,34.95,10.729613733905579,Democratic,Democratic,0
610,1996,clinton_96,NM,120.0,49.18,2.4400162667751117,Democratic,Democratic,0
612,1996,dole_96,OH,1556.0,41.02,37.932715748415404,Republican,Republican,1
613,1996,dole_96,DC,10148317.0,9.34,1086543.5760171306,Republican,Republican,1
614,1996,dole_96,CA,3153.0,38.21,82.5176655325831,Republican,Republican,1
616,1996,dole_96,MA,1000.0,28.09,35.5998576005696,Republican,Republican,1
618,1996,dole_96,WA,250.0,37.3,6.702412868632709,Republican,Republican,1
620,1996,dole_96,TX,7606.0,48.76,155.98851517637408,Republican,Republican,1
621,1996,dole_96,IN,350.0,47.13,7.426267769997878,Republican,Republican,1
622,1996,dole_96,NY,2445.0,30.61,79.87585756288794,Republican,Republican,1
623,1996,dole_96,MI,1703.0,38.48,44.25675675675676,Republican,Republican,1
626,1996,dole_96,VA,3145.0,47.1,66.7728237791932,Republican,Republican,1
627,1996,dole_96,FL,3333.0,42.32,78.7570888468809,Republican,Republican,1
628,1996,dole_96,ME,462.0,30.76,15.019505851755525,Republican,Republican,1
629,1996,dole_96,MO,3750.0,41.24,90.93113482056256,Republican,Republican,1
630,1996,dole_96,WY,219.0,49.81,4.3967074884561335,Republican,Republican,1
631,1996,dole_96,NJ,4100.0,35.86,114.3335192414947,Republican,Republican,1
632,1996,dole_96,PA,1403.0,39.97,35.10132599449587,Republican,Republican,1
633,1996,dole_96,MN,1270.0,34.96,36.327231121281464,Republican,Republican,1
636,1996,dole_96,KS,1612.0,54.29,29.692392705839012,Republican,Republican,1
637,1996,dole_96,CT,200.0,34.69,5.765350245027386,Republican,Republican,1
638,1996,dole_96,AZ,500.0,44.29,11.289230074508918,Republican,Republican,1
639,1996,dole_96,MD,50.0,38.27,1.306506401881369,Republican,Republican,1
640,1996,dole_96,MS,450.0,49.21,9.144482828693356,Republican,Republican,1
642,1996,dole_96,GA,435.0,47.01,9.253350350989152,Republican,Republican,1
643,1996,dole_96,IL,5605.0,36.81,152.26840532464004,Republican,Republican,1
644,1996,dole_96,AL,923.0,50.12,18.415802075019954,Republican,Republican,1
645,1996,dole_96,CO,2333.0,45.8,50.938864628820966,Republican,Republican,1
646,1996,dole_96,RI,1000.0,26.82,37.28560775540641,Republican,Republican,1
648,1996,dole_96,IA,1450.0,39.92,36.322645290581164,Republican,Republican,1
650,1996,dole_96,NC,305.0,48.73,6.258978042273753,Republican,Republican,1
651,1996,dole_96,KY,400.0,44.88,8.9126559714795,Republican,Republican,1
652,1996,dole_96,OK,1550.0,48.26,32.117695814339,Republican,Republican,1
655,1996,dole_96,HI,140.0,31.64,4.424778761061947,Republican,Republican,1
659,1996,dole_96,NE,2158.0,53.65,40.22367194780988,Republican,Republican,1
663,1996,perot_96,OH,1065.0,10.66,99.906191369606,Reform,Third,2
665,1996,perot_96,CA,8139.0,6.96,1169.396551724138,Reform,Third,2
666,1996,perot_96,OR,30.0,8.8,3.4090909090909087,Reform,Third,2
667,1996,perot_96,MA,4291.0,8.89,482.67716535433067,Reform,Third,2
668,1996,perot_96,NV,150.0,9.47,15.83949313621964,Reform,Third,2
669,1996,perot_96,WA,100.0,8.92,11.210762331838565,Reform,Third,2
670,1996,perot_96,LA,1828.0,6.91,264.54413892908826,Reform,Third,2
671,1996,perot_96,TX,1596.0,6.75,236.44444444444446,Reform,Third,2
672,1996,perot_96,IN,294.0,10.5,28.0,Reform,Third,2
673,1996,perot_96,NY,1289.0,7.97,161.7314930991217,Reform,Third,2
674,1996,perot_96,MI,971.0,8.75,110.97142857142858,Reform,Third,2
677,1996,perot_96,VA,1023.0,6.62,154.53172205438065,Reform,Third,2
678,1996,perot_96,FL,1673.0,9.12,183.44298245614036,Reform,Third,2
679,1996,perot_96,ME,2429.0,14.19,171.1768851303735,Reform,Third,2
680,1996,perot_96,MO,700.0,10.06,69.58250497017892,Reform,Third,2
682,1996,perot_96,NJ,20.0,8.52,2.347417840375587,Reform,Third,2
683,1996,perot_96,PA,1737.0,9.56,181.69456066945605,Reform,Third,2
684,1996,perot_96,MN,100.0,11.75,8.51063829787234,Reform,Third,2
688,1996,perot_96,CT,195.0,10.02,19.46107784431138,Reform,Third,2
689,1996,perot_96,AZ,443.0,7.98,55.51378446115288,Reform,Third,2
690,1996,perot_96,MD,420.0,6.5,64.61538461538461,Reform,Third,2
692,1996,perot_96,WI,906.0,10.35,87.53623188405797,Reform,Third,2
693,1996,perot_96,GA,75.0,6.37,11.773940345368917,Reform,Third,2
694,1996,perot_96,IL,485.0,8.03,60.39850560398506,Reform,Third,2
695,1996,perot_96,AL,50.0,6.01,8.319467554076539,Reform,Third,2
696,1996,perot_96,CO,250.0,6.59,37.93626707132018,Reform,Third,2
701,1996,perot_96,NC,1261.0,6.68,188.77245508982037,Reform,Third,2
702,1996,perot_96,KY,50.0,8.67,5.767012687427912,Reform,Third,2
704,1996,perot_96,MT,551.0,13.56,40.634218289085545,Reform,Third,2
705,1996,perot_96,ID,15.0,12.71,1.1801730920535012,Reform,Third,2
706,1996,perot_96,HI,112.0,7.6,14.73684210526316,Reform,Third,2
708,1996,perot_96,SC,759.0,5.6,135.5357142857143,Reform,Third,2
713,1996,perot_96,AK,547.0,10.9,50.18348623853211,Reform,Third,2
714,2000,bush_00,OH,2050.0,46.46,44.12397761515282,Republican,Republican,1
715,2000,bush_00,DC,5650.0,85.16,66.34570220760921,Republican,Republican,1
716,2000,bush_00,CA,31145.0,53.45,582.6941066417212,Republican,Republican,1
717,2000,bush_00,OR,500.0,46.96,10.647359454855195,Republican,Republican,1
718,2000,bush_00,MA,3100.0,59.8,51.83946488294315,Republican,Republican,1
719,2000,bush_00,NV,2000.0,45.98,43.49717268377556,Republican,Republican,1
720,2000,bush_00,WA,3050.0,50.16,60.80542264752791,Republican,Republican,1
721,2000,bush_00,LA,1500.0,44.88,33.42245989304813,Republican,Republican,1
722,2000,bush_00,TX,60850.0,37.98,1602.1590310689837,Republican,Republican,1
724,2000,bush_00,NY,23400.0,60.21,388.63976083707024,Republican,Republican,1
725,2000,bush_00,MI,1500.0,51.28,29.25117004680187,Republican,Republican,1
727,2000,bush_00,NH,150.0,46.8,3.2051282051282053,Republican,Republican,1
728,2000,bush_00,VA,10706.0,44.44,240.90909090909093,Republican,Republican,1
729,2000,bush_00,FL,10850.0,48.84,222.15397215397215,Republican,Republican,1
731,2000,bush_00,MO,4100.0,47.08,87.0858113848768,Republican,Republican,1
733,2000,bush_00,NJ,4000.0,56.13,71.26313914127917,Republican,Republican,1
734,2000,bush_00,PA,7450.0,50.6,147.23320158102766,Republican,Republican,1
735,2000,bush_00,MN,1000.0,47.91,20.872469213107912,Republican,Republican,1
739,2000,bush_00,CT,7350.0,55.91,131.46127705240565,Republican,Republican,1
740,2000,bush_00,AZ,2000.0,44.73,44.7127207690588,Republican,Republican,1
741,2000,bush_00,MD,5025.0,56.57,88.82800070708856,Republican,Republican,1
742,2000,bush_00,MS,6000.0,40.7,147.4201474201474,Republican,Republican,1
744,2000,bush_00,GA,4876.0,42.98,113.4481154025128,Republican,Republican,1
745,2000,bush_00,IL,8350.0,54.6,152.93040293040292,Republican,Republican,1
746,2000,bush_00,AL,3250.0,41.57,78.18138080346404,Republican,Republican,1
747,2000,bush_00,CO,3000.0,42.39,70.77140835102618,Republican,Republican,1
748,2000,bush_00,RI,100.0,60.99,1.6396130513198885,Republican,Republican,1
749,2000,bush_00,UT,1000.0,26.34,37.96507213363705,Republican,Republican,1
750,2000,bush_00,IA,1000.0,48.54,20.601565718994642,Republican,Republican,1
751,2000,bush_00,TN,2150.0,47.28,45.47377326565144,Republican,Republican,1
752,2000,bush_00,NC,1000.0,43.2,23.148148148148145,Republican,Republican,1
754,2000,bush_00,OK,2000.0,38.43,52.042674993494664,Republican,Republican,1
755,2000,bush_00,MT,1000.0,33.36,29.97601918465228,Republican,Republican,1
756,2000,bush_00,ID,750.0,27.64,27.134587554269174,Republican,Republican,1
757,2000,bush_00,HI,1000.0,55.79,17.924359204158453,Republican,Republican,1
759,2000,bush_00,SC,2100.0,40.9,51.34474327628362,Republican,Republican,1
761,2000,bush_00,NE,1000.0,33.25,30.075187969924812,Republican,Republican,1
762,2000,bush_00,DE,1000.0,54.96,18.19505094614265,Republican,Republican,1
763,2000,bush_00,NM,1250.0,47.91,26.09058651638489,Republican,Republican,1
764,2000,bush_00,AK,1000.0,27.67,36.14022406938923,Republican,Republican,1
765,2000,gore_00,OH,2000.0,49.97,40.024014408645186,Democratic,Democratic,0
766,2000,gore_00,DC,3000.0,8.95,335.195530726257,Democratic,Democratic,0
767,2000,gore_00,CA,7000.0,41.65,168.0672268907563,Democratic,Democratic,0
769,2000,gore_00,MA,3250.0,32.5,100.0,Democratic,Democratic,0
771,2000,gore_00,WA,2000.0,44.58,44.86316733961418,Democratic,Democratic,0
773,2000,gore_00,TX,1250.0,59.3,21.079258010118046,Democratic,Democratic,0
775,2000,gore_00,NY,14000.0,35.23,397.38858927050813,Democratic,Democratic,0
776,2000,gore_00,MI,125.0,46.15,2.7085590465872156,Democratic,Democratic,0
779,2000,gore_00,VA,3000.0,52.47,57.17552887364208,Democratic,Democratic,0
780,2000,gore_00,FL,1250.0,48.85,25.588536335721596,Democratic,Democratic,0
785,2000,gore_00,PA,34.0,46.43,0.7322851604566013,Democratic,Democratic,0
795,2000,gore_00,GA,1000.0,54.67,18.291567587342236,Democratic,Democratic,0
796,2000,gore_00,IL,2000.0,42.58,46.97040864255519,Democratic,Democratic,0
797,2000,gore_00,AL,1000.0,56.48,17.705382436260624,Democratic,Democratic,0
798,2000,gore_00,CO,2000.0,50.75,39.40886699507389,Democratic,Democratic,0
802,2000,gore_00,TN,1000.0,51.15,19.550342130987293,Democratic,Democratic,0
803,2000,gore_00,NC,250.0,56.03,4.461895413171515,Democratic,Democratic,0
804,2000,gore_00,KY,1500.0,56.5,26.548672566371682,Democratic,Democratic,0
811,2000,gore_00,AR,625.0,51.31,12.180861430520366,Democratic,Democratic,0
816,2000,nader_00,OH,1045.0,2.5,418.0,Green,Third,2
817,2000,nader_00,DC,38288.0,5.24,7306.8702290076335,Green,Third,2
818,2000,nader_00,CA,1375.0,3.82,359.9476439790576,Green,Third,2
820,2000,nader_00,MA,1045.0,6.42,162.77258566978193,Green,Third,2
821,2000,nader_00,NV,15.0,2.46,6.097560975609756,Green,Third,2
824,2000,nader_00,TX,35.0,2.15,16.27906976744186,Green,Third,2
826,2000,nader_00,NY,3080.0,3.58,860.3351955307262,Green,Third,2
827,2000,nader_00,MI,156.0,1.99,78.39195979899498,Green,Third,2
832,2000,nader_00,ME,1200.0,5.7,210.52631578947367,Green,Third,2
833,2000,nader_00,MO,1050.0,1.63,644.1717791411044,Green,Third,2
836,2000,nader_00,PA,70.0,2.1,33.33333333333333,Green,Third,2
841,2000,nader_00,CT,1000.0,4.42,226.2443438914027,Green,Third,2
843,2000,nader_00,MD,1200.0,2.65,452.8301886792453,Green,Third,2
846,2000,nader_00,GA,30.0,0.52,57.69230769230769,Green,Third,2
847,2000,nader_00,IL,20.0,2.19,9.132420091324201,Green,Third,2
867,2004,bush_04,OH,305654.33,48.71,6274.981112707863,Republican,Republican,1
868,2004,bush_04,DC,3286494.18,89.18,36852.36801973537,Republican,Republican,1
869,2004,bush_04,CA,627332.55,54.31,11550.958387037379,Republican,Republican,1
870,2004,bush_04,OR,47937.49,51.35,933.5441090555014,Republican,Republican,1
871,2004,bush_04,MA,101932.33,61.94,1645.6624152405554,Republican,Republican,1
872,2004,bush_04,NV,42485.5,47.88,887.3329156223892,Republican,Republican,1
873,2004,bush_04,WA,96700.22,52.82,1830.7500946611133,Republican,Republican,1
